z_cm qC23_t0001 qC23_t001 qC23_t01 qC23_t1 qC40_t0001 qC40_t001 qC40_t01 qC40_t1
0.63374999999999992 0 1.5839192735804881e-14 3.424157195234109e-14 -4.5681968092113349e-15 0 1.5553227845784679e-14 1.8452164450988676e-14 1.3482626578653116e-14
0.64124999999999999 0 1.5837909103505644e-14 3.7063954801372059e-14 -6.8505186823874451e-15 0 1.5552135510994999e-14 1.8811872143966905e-14 1.2086099391241557e-14
0.64874999999999994 0 1.5836625727779336e-14 3.2144006794526069e-14 -4.2572973343485e-15 0 1.5550707183187206e-14 2.0120560099854651e-14 8.430107909937981e-15
0.65625 0 1.5835342303514332e-14 2.7928693514870876e-14 -2.8219255525622625e-15 0 1.554961502542878e-14 1.9080416955639158e-14 6.4332476454750455e-15
0.66374999999999995 0 1.5834059135780681e-14 2.2695693047164949e-14 -3.6064114090262868e-15 0 1.5548186929105565e-14 1.8529784692906391e-14 6.8149691389437907e-15
0.67125000000000001 0 1.5832775919516207e-14 2.6672221070280829e-14 -6.4110014373849939e-15 0 1.5547094948349714e-14 1.8030849121494862e-14 4.544667156267878e-15
0.67874999999999996 0 1.58314929597415e-14 3.3569325191444271e-14 -8.299315599848878e-15 0 1.5545667083473561e-14 1.7460970799717358e-14 3.7571706104959673e-15
0.68625000000000003 0 1.5830209951443842e-14 3.7867262729463517e-14 -9.3245988071075818e-15 0 1.5544575279691596e-14 1.722587586054002e-14 1.5058025739426074e-15
0.69374999999999998 0 1.5828927199594375e-14 3.4612580460242158e-14 -9.6088623055425124e-15 0 1.5543147646224984e-14 1.841666074227014e-14 -1.2805679980329451e-15
0.70124999999999993 0 1.5827644399229831e-14 3.4646629695990668e-14 -1.1601441554676647e-14 0 1.5821947322843e-14 1.8351835077455005e-14 -2.4152656577276174e-15
0.70874999999999999 0 1.5826361855271914e-14 3.8282085852459798e-14 -1.5666160508551683e-14 0 1.5362672285932504e-14 1.9994273153529579e-14 -3.1714391480688704e-15
0.71624999999999994 0 1.5825079262806779e-14 3.4617033170022711e-14 -1.8682269652705205e-14 0 1.4068081194862725e-14 2.0556483419857145e-14 -4.3316898468253382e-15
0.72375 0 1.5823796926706722e-14 2.8385035552896601e-14 -2.1045870722563556e-14 0 1.2804736601038959e-14 1.999286151504881e-14 -4.5491964062949953e-15
0.73124999999999996 0 1.5822514542107298e-14 2.7612222368826198e-14 -2.3410946085421931e-14 0 1.5514711494710434e-14 1.8898941775770268e-14 -4.6117471422821468e-15
0.73875000000000002 0 1.5821232413831412e-14 3.0644152275424297e-14 -2.529305739165389e-14 0 1.4239265263601533e-14 1.8325844588458873e-14 -6.4916098092192027e-15
0.74624999999999997 0 1.581995023706401e-14 2.6652087723732396e-14 -2.4304383572748703e-14 0 1.1024522056331207e-14 1.7957410668324668e-14 -8.0170998192621564e-15
0.75374999999999992 0 1.5818668316578611e-14 2.3664330741498293e-14 -2.6640595461486016e-14 0 1.1998034576922986e-14 1.5631543272180055e-14 -1.1307041484944402e-14
0.76124999999999998 0 1.581738634760956e-14 2.0010097989709609e-14 -2.9151287558076343e-14 0 1.6377425776542907e-14 1.6610248227831752e-14 -1.2035683065717258e-14
0.76874999999999993 0 1.5816104634880974e-14 1.951383692673261e-14 -2.8854779598443832e-14 0 2.0004822347651193e-14 1.7534347321172e-14 -1.3106571457940266e-14
0.77625 0 1.5814822873676589e-14 2.064947850559768e-14 -3.0927945236423038e-14 0 2.2869041229250104e-14 1.7039914916704974e-14 -1.3946916965122282e-14
0.78374999999999995 0 1.5813541368671147e-14 1.6657177688758428e-14 -3.5965371458213912e-14 0 2.416467667744071e-14 1.6506650642616362e-14 -1.6478526005979515e-14
0.79125000000000001 0 1.5812259815197754e-14 1.4870963472100764e-14 -4.1741562648560375e-14 0 2.5472129648394041e-14 1.6363743496956531e-14 -2.0294955750196291e-14
0.79874999999999996 0 1.581097851788179e-14 1.7848257186544799e-14 -4.4598259623991e-14 0 2.5516861952293316e-14 1.730663274117938e-14 -2.2865749861348005e-14
0.80625000000000002 0 1.5809697172105726e-14 2.3028142679880551e-14 -4.7422844741085274e-14 0 2.4774997042623639e-14 1.6999126757843367e-14 -2.3097109605600547e-14
0.81374999999999997 0 1.5808416082445578e-14 2.6687402600797521e-14 -4.8341046453362098e-14 0 2.3744306430221718e-14 1.8094178519842219e-14 -2.4159811723160108e-14
0.82124999999999992 0 1.5807134944333184e-14 2.4488066570401872e-14 -4.6053621235808436e-14 0 2.1350496514364189e-14 1.9512740561948309e-14 -2.2182226888250582e-14
0.82874999999999999 0 1.58058540622952e-14 2.4098169736350626e-14 -4.7166371905096543e-14 0 2.1834859841480322e-14 1.8567126350079777e-14 -2.1721146499357782e-14
0.83624999999999994 0 1.5804573131812816e-14 2.8503728250120949e-14 -4.8068484816657655e-14 0 2.4678498594776685e-14 2.0296019664495724e-14 -2.2454596805827575e-14
0.84375 0 1.5803292457363349e-14 3.0785984745303551e-14 -4.7363740175771811e-14 0 2.6018807510517591e-14 2.0967888710873664e-14 -2.3231400385981111e-14
0.85124999999999995 0 1.5802011734477327e-14 2.8682994304769874e-14 -4.8276134774501459e-14 0 2.6860861125655115e-14 2.0842129064337565e-14 -2.4122590374109414e-14
0.85875000000000001 0 1.5800731267582746e-14 2.5576786530766772e-14 -4.840365450994721e-14 0 2.5612289669286397e-14 2.0568758104933735e-14 -2.5109567248978195e-14
0.86624999999999996 0 1.5799450752259429e-14 2.2023603332006847e-14 -4.9602766944885209e-14 0 2.3491568296842522e-14 2.0165587056439297e-14 -2.7500050484962651e-14
0.87374999999999992 0 1.5798170492886069e-14 2.0037622135776954e-14 -5.1238008524581221e-14 0 2.0860892329406932e-14 1.9836479872231061e-14 -2.934342075139467e-14
0.88124999999999998 0 1.5796890185091849e-14 1.4856637235149296e-14 -5.3584985207213536e-14 0 2.1382586669762533e-14 2.0618359782385197e-14 -2.9964876651691353e-14
0.88874999999999993 0 1.5795610133206094e-14 9.7369930853116749e-15 -5.0328396320620774e-14 0 2.1076719799096559e-14 2.013412815874532e-14 -3.0547222085126468e-14
0.89624999999999999 0 1.5794330032907309e-14 1.2275839663420381e-14 -4.8381428612835499e-14 0 2.214676274274525e-14 2.1017055449018897e-14 -3.0168549860050302e-14
